-2.73, -2.39, 0.12
-2.73, -2.39, 0.12
-2.75, -2.36, 0.12
-2.75, -2.42, 0.12
-2.69, -2.39, 0.13
-2.75, -2.42, 0.13
-2.69, -2.39, 0.13
-2.75, -2.42, 0.13
-2.69, -2.39, 0.13
-2.71, -2.36, 0.13
-2.76, -2.39, 0.13
-2.71, -2.42, 0.14
-2.71, -2.42, 0.14
-2.71, -2.42, 0.14
-2.73, -2.46, 0.15
-2.73, -2.46, 0.15
-2.73, -2.45, 0.15
-2.73, -2.45, 0.15
-2.67, -2.42, 0.19
-2.67, -2.42, 0.19
-2.69, -2.45, 0.2
-2.69, -2.45, 0.2
-2.66, -2.42, 0.21
-2.66, -2.42, 0.21
-2.69, -2.46, 0.22
-2.69, -2.46, 0.22
-3.54, -3.54, 0.23
-2.71, -2.51, 0.23
-2.71, -2.51, 0.23
-2.71, -2.5, 0.23
-2.71, -2.5, 0.23
-2.64, -2.46, 0.29
-2.64, -2.46, 0.29
-2.66, -2.5, 0.3
-2.66, -2.5, 0.3
-2.63, -2.46, 0.31
-2.63, -2.46, 0.31
-2.66, -2.51, 0.32
-2.66, -2.51, 0.32
-2.69, -2.57, 0.33
-2.69, -2.57, 0.33
-2.69, -2.56, 0.33
-2.69, -2.56, 0.33
-2.6, -2.51, 0.4
-2.6, -2.51, 0.4
-2.63, -2.56, 0.41
-2.63, -2.56, 0.41
-2.59, -2.51, 0.42
-2.59, -2.51, 0.42
-2.63, -2.57, 0.43
-2.63, -2.57, 0.43
-2.66, -2.63, 0.44
-2.66, -2.63, 0.44
-2.66, -2.62, 0.44
-2.66, -2.62, 0.44
-2.56, -2.57, 0.54
-2.59, -2.62, 0.54
-2.56, -2.57, 0.54
-2.59, -2.62, 0.54
-2.55, -2.57, 0.55
-2.55, -2.57, 0.55
-2.59, -2.63, 0.56
-2.63, -2.7, 0.56
-2.59, -2.63, 0.56
-2.63, -2.7, 0.56
-2.63, -2.69, 0.56
-2.63, -2.69, 0.56
-2.51, -2.63, 0.68
-2.55, -2.69, 0.68
-2.51, -2.63, 0.68
-2.55, -2.69, 0.68
-2.55, -2.7, 0.69
-2.55, -2.7, 0.69
-2.59, -2.77, 0.69
-2.59, -2.77, 0.69
-2.5, -2.62, 0.7
-2.5, -2.62, 0.7
-2.5, -2.63, 0.7
-2.5, -2.63, 0.7
-2.5, -2.77, 0.83
-2.5, -2.77, 0.83
-2.5, -2.78, 0.84
-2.5, -2.78, 0.84
-2.46, -2.7, 0.84
-2.46, -2.7, 0.84
-2.45, -2.7, 0.86
-2.45, -2.7, 0.86
-2.4, -2.61, 0.87
-2.4, -2.61, 0.87
-2.41, -2.62, 0.87
-2.41, -2.62, 0.87
-2.41, -2.78, 1.01
-2.41, -2.78, 1.01
-2.4, -2.79, 1.02
-2.4, -2.79, 1.02
-2.36, -2.7, 1.03
-2.36, -2.7, 1.03
-2.35, -2.7, 1.05
-2.35, -2.7, 1.05
-2.3, -2.61, 1.09
-2.3, -2.61, 1.09
-2.29, -2.6, 1.1
-2.29, -2.6, 1.1
-2.3, -2.79, 1.22
-2.3, -2.79, 1.22
-2.29, -2.8, 1.24
-2.29, -2.8, 1.24
-2.25, -2.7, 1.27
-2.25, -2.7, 1.27
-2.24, -2.7, 1.29
-2.24, -2.7, 1.29
-2.18, -2.6, 1.37
-2.18, -2.6, 1.37
-2.18, -2.59, 1.38
-2.18, -2.59, 1.38
-2.18, -2.8, 1.46
-2.18, -2.8, 1.46
-2.18, -2.81, 1.48
-2.18, -2.81, 1.48
-2.12, -2.7, 1.54
-2.12, -2.7, 1.54
-2.11, -2.7, 1.57
-2.11, -2.7, 1.57
-2.05, -2.59, 1.68
-2.05, -2.59, 1.68
-2.04, -2.58, 1.69
-2.04, -2.58, 1.69
-2.05, -2.81, 1.72
-2.05, -2.81, 1.72
-2.04, -2.82, 1.74
-2.04, -2.82, 1.74
-1.99, -2.7, 1.83
-1.99, -2.7, 1.83
-1.98, -2.7, 1.85
-1.98, -2.7, 1.85
-1.91, -2.82, 1.98
-1.91, -2.82, 1.98
-1.9, -2.83, 1.99
-1.9, -2.83, 1.99
-1.91, -2.58, 1.99
-1.91, -2.58, 1.99
-1.9, -2.58, 2.0
-1.9, -2.58, 2.0
-1.84, -2.7, 2.1
-1.84, -2.7, 2.1
-1.83, -2.7, 2.12
-1.83, -2.7, 2.12
-1.75, -2.84, 2.23
-1.75, -2.84, 2.23
-1.76, -2.83, 2.23
-1.76, -2.83, 2.23
-1.75, -2.57, 2.27
-1.75, -2.57, 2.27
-1.76, -2.58, 2.27
-1.76, -2.58, 2.27
-1.69, -2.7, 2.36
-1.69, -2.7, 2.36
-1.68, -2.7, 2.37
-1.68, -2.7, 2.37
-1.6, -2.84, 2.46
-1.6, -2.84, 2.46
-1.6, -2.84, 2.47
-1.6, -2.84, 2.47
-1.6, -2.57, 2.52
-1.6, -2.57, 2.52
-1.6, -2.56, 2.53
-1.6, -2.56, 2.53
-1.52, -2.7, 2.59
-1.52, -2.7, 2.59
-1.52, -2.7, 2.6
-1.52, -2.7, 2.6
-1.43, -2.85, 2.68
-1.43, -2.85, 2.68
-1.43, -2.84, 2.68
-1.43, -2.84, 2.68
-1.43, -2.56, 2.75
-1.43, -2.56, 2.75
-1.43, -2.56, 2.76
-1.43, -2.56, 2.76
-1.35, -2.7, 2.81
-1.35, -2.7, 2.81
-1.35, -2.7, 2.82
-1.35, -2.7, 2.82
-1.26, -2.85, 2.88
-1.26, -2.85, 2.88
-1.26, -2.85, 2.89
-1.26, -2.85, 2.89
-1.26, -2.55, 2.97
-1.26, -2.55, 2.97
-1.26, -2.56, 2.97
-1.26, -2.56, 2.97
-1.17, -2.7, 3.02
-1.17, -2.7, 3.02
-1.18, -2.7, 3.02
-1.18, -2.7, 3.02
-1.08, -2.86, 3.08
-1.08, -2.86, 3.08
-1.09, -2.85, 3.08
-1.09, -2.85, 3.08
-1.08, -2.55, 3.17
-1.08, -2.55, 3.17
-1.09, -2.55, 3.17
-1.09, -2.55, 3.17
-1.0, -2.7, 3.21
-1.0, -2.7, 3.21
-0.99, -2.7, 3.22
-0.99, -2.7, 3.22
-0.9, -2.86, 3.26
-0.9, -2.86, 3.26
-0.9, -2.86, 3.26
-0.9, -2.86, 3.26
-0.9, -2.54, 3.36
-0.9, -2.54, 3.36
-0.9, -2.55, 3.36
-0.9, -2.55, 3.36
-0.82, -2.7, 3.39
-0.82, -2.7, 3.39
-0.81, -2.7, 3.4
-0.72, -2.86, 3.44
-0.72, -2.86, 3.44
-0.72, -2.54, 3.54
-0.72, -2.54, 3.54
-0.63, -2.7, 3.57
-0.63, -2.7, 3.57
